"","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","PWGTP","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","LANP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"2551","P","664223",1,400,56,1008425,134,70,1,NA,6,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,2,1,2,2,2,2,2000,5,NA,10,2,1,2,2,1,2,1967,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,23,223000,1,0,2000,0,45,1,1,1,NA,2,924,22,NA,2,NA,NA,1,0,5506,NA,1,1,7270,83,43,NA,NA,NA,1,"5411",1,NA,0,2100,NA,223000,227000,8,501,400,56,2,1,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,"2310XX",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,199,132,57,217,208,167,121,44,119,166,115,134,40,125,122,202,258,116,37,50,237,105,37,228,209,125,184,45,121,125,148,143,41,135,116,220,220,84,199,203,38,132,237,38,49,153,166,213,117,160,137,162,300,105,148,51,40,125,249,204,48,147,241,34,38,123,106,222,134,114,174,136,209,153,107,45,51,155
"3312","P","843324",1,200,56,1008425,131,48,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,0,100,1,1,2,1,2,2,2,2,2011,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,0,0,0,0,1,NA,20,0,1,0,0,40000,60,1,1,1,NA,2,32,291,NA,2,1,NA,1,0,NA,NA,1,24,770,78,19,NA,NA,NA,1,"23",1,NA,0,8140,NA,40000,40000,49,262,400,56,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"514120",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,212,73,129,275,39,29,268,137,143,159,126,207,115,137,118,47,78,31,167,149,131,40,183,292,30,33,269,144,152,197,132,217,112,169,119,49,158,29,254,99,114,79,150,208,64,61,250,166,113,202,133,211,152,101,142,48,135,46,300,112,123,84,88,144,52,38,234,78,93,295,112,139,163,90,126,58,119,48,220
"2617","P","682393",1,400,56,1008425,87,36,1,NA,1,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,10,2,1,2,1,2,2,2,2,2009,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,400,0,0,0,1,NA,19,0,2,0,0,27500,40,1,3,1,NA,2,32,918,NA,2,2,NA,1,0,NA,NA,1,1,7860,84,43,NA,NA,NA,1,"6111",1,NA,0,5700,3,27500,27900,56,499,400,56,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"436010",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,86,22,22,30,98,87,114,72,78,161,175,137,88,27,92,131,71,79,151,29,91,149,152,130,107,112,94,86,76,24,23,26,90,142,82,25,93,91,29,129,109,25,24,27,89,84,90,110,103,139,143,154,84,23,95,148,75,74,154,24,82,151,160,140,78,96,84,91,92,26,27,25,90,140,82,31,94,78,26
"3819","P","959686",2,100,56,1008425,54,61,1,NA,1,2,1,2,2,1,NA,NA,2,NA,NA,2,NA,NA,2,1,2,2,2,2,2,0,30,1,1,2,1,2,2,1,2,1982,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,16,0,1,0,0,60000,60,1,1,1,NA,2,88,32,NA,1,1,NA,1,0,NA,NA,1,1,7070,88,43,NA,NA,NA,1,"531",1,NA,0,6230,NA,60000,60000,6,501,100,56,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"472031",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,68,54,53,77,64,64,15,11,18,54,74,39,12,73,70,12,53,115,12,16,19,48,56,43,58,53,93,76,59,69,18,59,167,55,48,124,69,12,13,12,15,58,51,62,43,47,81,83,108,48,15,42,56,51,59,65,55,20,82,110,132,58,54,54,64,39,13,19,12,61,115,67,26,54,55,20,61,86,87
"1011","P","236463",2,400,56,1008425,136,70,1,NA,NA,2,2,2,2,2,NA,2,2,NA,NA,2,NA,NA,1,2,1,2,2,1,2,0,NA,NA,NA,2,1,2,2,2,2,1982,1,2,0,0,0,1,1,0,0,0,0,2,3,2,2,2,0,0,1,12000,1,NA,17,0,1,0,22500,0,NA,3,NA,2,NA,2,50,26,NA,2,NA,NA,6,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,"",1,NA,0,NA,NA,0,34500,26,450,NA,NA,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,54,153,40,55,205,224,132,116,131,141,46,227,159,149,113,42,223,131,46,126,213,132,190,204,40,34,113,165,148,122,145,35,167,168,140,195,43,150,199,132,38,163,35,32,229,285,133,123,163,133,38,225,143,145,126,53,321,137,43,146,227,155,209,219,31,37,119,108,123,120,201,44,158,130,152,196,43,167,269
"540","P","137924",4,400,56,1008425,254,4,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,924,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,120,NA,NA,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,418,258,369,95,196,237,224,264,84,231,270,548,373,77,106,386,233,75,229,79,73,250,391,318,227,235,204,293,398,289,257,71,84,364,389,82,240,435,194,410,351,220,327,108,232,231,237,266,88,269,254,434,430,81,88,359,219,83,194,68,81,251,285,459,340,231,226,290,332,280,329,94,89,409,368,67,278,468,260
"3505","P","887608",1,400,56,1008425,43,75,1,NA,NA,2,1,2,2,1,NA,NA,2,NA,NA,2,NA,NA,2,2,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1958,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,0,1,NA,20,0,2,0,1800,0,NA,3,NA,2,NA,2,32,22,NA,1,NA,NA,6,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,"",1,NA,0,NA,4,0,1800,56,15,NA,NA,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,31,42,12,77,14,42,83,69,68,38,12,76,47,42,35,42,13,12,42,13,16,79,46,53,33,82,50,46,41,14,37,41,68,12,99,95,47,48,85,44,40,37,62,15,66,37,9,9,11,43,72,12,43,42,38,46,82,75,50,94,83,11,39,60,46,11,46,50,42,88,39,35,14,74,12,14,53,38
"1063","P","251620",1,300,56,1008425,79,50,1,NA,4,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,6,1,1,2,3,2,2,1,2,1984,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,16,0,2,0,0,50000,40,1,1,1,NA,4,999,999,NA,2,1,NA,1,0,NA,NA,1,1,9370,164,101,NA,NA,NA,4,"9211MP",1,NA,0,1965,4,50000,50000,56,410,300,56,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"1940YY",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,103,132,124,81,157,110,74,78,70,91,136,65,144,89,142,108,151,136,74,54,88,22,18,93,20,32,100,64,86,76,22,82,30,77,25,28,21,23,77,67,84,126,123,72,156,118,76,87,72,100,154,68,162,97,139,123,132,125,91,86,97,25,20,75,26,18,68,78,72,112,23,69,24,83,26,20,21,26,103
"3438","P","870483",1,400,56,1008425,67,61,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,500,60,1,1,2,3,2,2,1,2,1975,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,20,0,1,0,0,80000,48,1,1,1,NA,1,32,999,NA,2,1,NA,1,0,NA,NA,1,1,380,76,25,NA,NA,NA,4,"2121",1,NA,0,8630,NA,80000,80500,39,501,400,56,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"518090",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,22,66,54,18,57,83,98,203,90,70,67,60,61,20,16,14,61,158,95,58,29,105,77,21,79,127,96,94,79,81,53,56,77,21,23,22,75,106,17,83,112,58,70,144,52,18,26,16,56,81,77,57,57,100,103,103,78,30,27,67,129,78,79,124,66,18,22,19,58,52,84,84,63,101,118,140,90,24,131
"1067","P","254220",1,500,56,1008425,114,65,1,NA,NA,2,2,2,2,2,NA,2,2,NA,NA,2,NA,NA,2,2,1,2,2,1,2,0,NA,NA,NA,2,2,2,2,2,2,1977,1,2,0,0,0,1,0,0,0,0,0,3,5,3,3,3,0,0,0,25400,1,NA,18,0,1,0,10800,0,NA,3,NA,NA,NA,4,999,999,NA,2,NA,NA,6,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,"",1,NA,0,NA,NA,0,36200,42,321,NA,NA,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",6,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,NA,1,NA,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,143,122,36,39,38,147,176,132,126,104,154,199,179,103,31,104,235,119,98,159,33,135,209,125,199,180,109,137,140,104,30,38,28,116,134,118,34,135,169,44,167,134,33,48,43,87,124,113,92,143,179,174,184,110,33,113,210,118,102,254,30,89,208,149,186,146,126,173,135,88,34,29,34,122,162,95,29,148,126,34
"2864","P","740675",1,200,56,1008425,40,79,1,NA,NA,2,2,2,2,2,NA,2,2,NA,NA,2,NA,NA,2,1,1,2,2,2,2,133000,NA,NA,NA,2,1,2,2,1,2,1972,1,2,0,0,0,0,1,1,0,0,0,2,5,2,2,3,0,0,0,0,1,NA,22,0,1,0,11200,0,NA,3,NA,2,NA,1,183,999,NA,2,NA,NA,6,0,2406,NA,1,1,NA,NA,NA,NA,NA,NA,1,"",1,NA,0,NA,NA,0,144200,29,501,NA,NA,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,"",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,14,49,36,67,47,40,45,49,56,47,28,11,18,71,77,15,38,48,17,67,74,39,42,14,37,32,40,51,12,38,41,46,55,11,10,60,50,36,16,58,60,37,54,17,34,40,36,49,12,33,30,57,76,11,13,44,34,67,61,14,12,39,53,65,33,52,43,43,73,52,38,11,15,76,52,12,40,43
"4671","P","1212557",4,100,56,1008425,120,15,1,NA,NA,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,11,12,0,1,0,0,0,NA,NA,NA,NA,NA,4,999,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,"",1,1,1,NA,NA,NA,0,37,501,NA,NA,1,2,2,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,133,37,157,217,131,140,240,70,31,67,37,117,163,99,118,108,172,152,36,218,132,42,129,182,115,110,165,129,45,40,35,114,101,94,122,172,189,186,146,40,106,234,134,38,91,104,40,116,162,198,235,107,124,114,104,113,27,42,243,29,127,133,180,33,106,155,32,103,211,200,195,172,166,111,149,97,42,36,38
"2727","P","705922",2,400,56,1008425,27,33,1,NA,6,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,2004,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,3,3,0,0,1,0,1,NA,19,5400,2,0,0,0,40,1,4,2,NA,1,924,999,NA,2,NA,NA,2,0,NA,NA,1,1,8470,NA,NA,NA,400,56,1,"6244",1,NA,0,4600,2,5400,5400,18,411,NA,NA,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"399011",NA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,7,40,43,46,48,10,27,31,45,9,24,30,9,32,30,5,30,33,31,36,43,7,7,7,8,55,28,29,9,58,31,32,51,26,22,40,30,24,23,28,39,10,8,8,9,53,32,24,7,45,28,35,52,31,25,50,31,25,30,26,7,49,52,50,61,9,22,33,58,8,31,26,8,29,24,8,31,40
"4009","P","1013878",2,300,56,1008425,463,32,1,NA,5,2,2,2,2,2,NA,2,2,NA,NA,2,NA,NA,2,2,2,2,1,2,2,0,10,1,1,2,1,2,2,1,2,2006,1,2,1,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,1,0,2,15,20,0,1,0,0,57000,40,1,1,1,NA,1,902,999,NA,2,1,NA,1,0,NA,NA,1,1,9590,84,43,NA,NA,NA,1,"928P",1,NA,0,7330,NA,57000,57000,6,478,300,56,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,"49904X",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,606,479,497,218,509,226,600,389,441,606,460,457,737,175,653,485,189,258,330,341,408,593,185,482,731,468,153,776,770,524,596,270,350,349,476,190,467,457,717,419,568,522,487,168,464,163,546,408,383,537,486,493,721,209,447,379,210,202,459,210,593,568,205,405,415,485,175,625,657,554,635,167,469,625,605,194,480,506,637
